playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
368,Pecsi,GKP,Liverpool,LIV,4,3.8,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,586268,0,0,-2,2,0,0,1,Ármin,FALSE,,NA,38,586268.jpg,0.0,FALSE,Pécsi,0.9,FALSE,NA,a,12,14,175882,0,87171,0,0.0,0.0,,98,2025-06-07,2005-02-24,FALSE,p586268,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,546,44,528,24,497,9,549,44,0,0,0,0,0,0,829,97,405,31,557,44,215,27,0,0,0,0.00,0,0
369,Woodman,GKP,Liverpool,LIV,4,3.9,6,0,0,1.7,0.5,0.0,0,212,TRUE,FALSE,NA,NA,155503,0,0,-1,1,0,0,1,Freddie,FALSE,,NA,39,155503.jpg,2.0,FALSE,Woodman,0.3,FALSE,NA,a,12,14,62212,0,37092,0,0.0,1.5,,241,2025-07-01,1997-03-04,FALSE,p155503,0,4,0,0,0,0,0,9,0,34,83.8,0.0,0.0,8.4,4,22,0,0,2,0.00,0.00,0.00,4.76,NA,,NA,,NA,,,,404,30,539,33,508,18,444,31,0,3.82,0,0,2.02,1.7,768,77,416,39,342,34,316,42,0.85,0,0,0.00,0,0
370,Frimpong,DEF,Liverpool,LIV,4,5.7,63,0,5,1.1,1.1,1.0,1,1032,TRUE,FALSE,100,75,216094,0,0,-3,3,0,0,2,Jeremie,FALSE,,2026-05-16T17:30:09.342740Z,57,216094.jpg,3.0,FALSE,Frimpong,4.9,FALSE,NA,a,12,14,716322,0,3446807,0,0.2,11.1,,152,2025-06-01,2000-12-10,FALSE,p216094,5,13,0,0,0,1,0,0,1,237,133.2,244.6,186.0,56.5,19,52,11,30,12,0.50,1.55,2.05,12.97,NA,,NA,,NA,,,,364,134,168,43,200,52,281,89,0.04,0,0.14,0.18,1.13,1.13,116,10,282,102,201,79,79,25,1.05,0.44,2.62,0.50,0.04,2
371,Kerkez,DEF,Liverpool,LIV,4,5.6,85,2,1,1.5,1.5,1.0,1,2251,TRUE,FALSE,100,100,544877,0,0,-4,4,0,0,2,Milos,FALSE,,2026-05-01T10:00:09.519335Z,56,544877.jpg,2.5,FALSE,Kerkez,2.9,FALSE,NA,a,12,14,386883,0,855051,0,0.2,15.2,,98,2025-06-26,2003-11-07,FALSE,p544877,6,37,0,0,0,4,0,0,4,357,434.6,415.8,141.0,99.4,93,88,41,134,27,1.50,0.69,2.19,30.10,NA,,NA,,NA,,,,163,67,81,20,239,62,151,48,0.06,0,0.03,0.09,1.2,1.48,133,14,281,101,277,108,111,40,1.08,0.24,5.36,1.50,0.06,2
372,Robertson,DEF,Liverpool,LIV,4,5.7,55,1,0,2.5,1.2,0.7,2,1165,TRUE,FALSE,NA,NA,122798,0,0,-3,3,0,1,2,Andrew,FALSE,,NA,57,122798.jpg,2.3,FALSE,Robertson,1.2,FALSE,NA,a,12,14,89505,0,145824,0,0.1,9.6,,243,2017-07-21,1994-03-11,FALSE,p122798,4,16,0,0,0,0,0,0,4,216,239.8,318.8,121.0,68.2,43,40,12,55,11,1.10,1.40,2.49,17.44,NA,,NA,,NA,,,,282,112,133,34,262,70,243,83,0.08,0,0.11,0.19,1.35,1.24,111,9,318,113,310,118,186,73,0.85,0.31,4.25,1.10,0.08,2
373,Virgil,DEF,Liverpool,LIV,4,6.1,175,6,1,5.7,6.5,6.0,2,3420,TRUE,FALSE,NA,NA,97032,0,0,1,-1,0,3,2,Virgil,TRUE,,NA,61,97032.jpg,4.6,FALSE,van Dijk,31.5,FALSE,NA,a,12,14,5365152,0,4641131,0,1.0,28.7,,152,2018-01-01,1991-07-08,FALSE,p97032,10,53,0,0,0,4,0,0,10,593,1169.4,215.9,490.0,187.6,329,87,23,352,38,3.77,1.44,5.21,47.63,NA,,NA,,NA,,,,3,1,189,48,56,2,30,1,0.1,0,0.04,0.14,1.25,1.39,78,3,16,9,26,9,8,3,1,0.26,9.26,3.77,0.1,2
374,Konate,DEF,Liverpool,LIV,4,5.4,129,1,0,2.3,1.5,1.0,1,3090,TRUE,FALSE,100,100,204716,0,0,-1,1,0,1,2,Ibrahima,FALSE,,2026-01-23T11:00:09.438636Z,54,204716.jpg,3.6,FALSE,Konaté,3.8,FALSE,NA,a,12,14,928187,0,902913,0,0.2,23.9,,73,2021-07-01,1999-05-25,FALSE,p204716,10,45,0,0,0,7,0,0,8,532,779.2,160.5,119.0,106.1,240,118,53,293,36,1.19,0.98,2.17,40.66,NA,,NA,,NA,,,,35,13,236,60,266,73,133,41,0.03,0,0.03,0.06,1.18,1.31,158,18,277,100,104,39,94,31,1.05,0.29,8.53,1.19,0.03,2
375,Bradley,DEF,Liverpool,LIV,4,4.9,42,0,2,0.0,0.0,0.0,0,928,TRUE,FALSE,0,0,492777,0,0,-1,1,0,0,2,Conor,FALSE,Knee injury - Expected back 01 Jun,2026-01-09T17:30:11.990256Z,49,492777.jpg,2.8,FALSE,Bradley,0.1,FALSE,NA,i,12,14,62835,0,72643,0,0.0,8.6,,242,2023-09-25,2003-07-09,FALSE,p492777,4,13,0,0,0,5,0,0,2,157,157.4,105.2,62.0,32.3,46,43,19,65,12,0.18,0.84,1.02,10.77,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/injury-update-alisson-isak-mamardashvili-salah-and-more?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,343,129,297,94,334,108,362,124,0.02,0,0.08,0.1,1.04,1.26,329,54,748,259,222,90,434,163,1.16,0.39,6.3,0.18,0.02,2
376,Gomez,DEF,Liverpool,LIV,4,4.9,33,0,2,0.7,0.8,0.3,1,594,TRUE,FALSE,100,100,171287,0,0,-1,1,0,1,2,Joe,FALSE,,2026-04-17T12:30:08.389302Z,49,171287.jpg,1.6,FALSE,Gomez,0.2,FALSE,NA,a,12,14,25675,0,31479,0,0.1,6.7,,241,2015-06-20,1997-05-23,FALSE,p171287,2,14,0,0,0,4,0,0,2,94,122.8,77.8,31.0,23.2,36,20,10,46,7,0.28,0.64,0.92,9.31,NA,,NA,,NA,,,,372,140,331,111,377,129,388,135,0.04,0,0.1,0.14,1.41,2.12,292,45,359,126,414,152,419,156,1.06,0.3,6.97,0.28,0.04,2
377,Tsimikas,DEF,Liverpool,LIV,4,4.8,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,214285,0,0,-2,2,0,0,2,Konstantinos,FALSE,has joined AS Roma on loan for the rest of the season.,2025-09-22T09:16:54.545563Z,48,214285.jpg,0.0,FALSE,Tsimikas,0.0,FALSE,NA,u,12,14,1669,0,12313,0,0.0,0.0,,83,2020-08-10,1996-05-12,FALSE,p214285,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,787,265,783,265,776,265,787,265,0,0,0,0,0,0,351,57,719,254,787,265,598,214,0,0,0,0.00,0,0
378,Nallo,DEF,Liverpool,LIV,4,3.7,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,100,100,611926,0,0,-3,3,0,0,2,Amara,FALSE,,2025-10-30T11:30:08.685763Z,37,611926.jpg,0.0,FALSE,Nallo,0.9,FALSE,NA,a,12,14,234622,0,155038,0,0.0,0.0,,241,2024-02-27,2006-11-18,FALSE,p611926,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,530,187,511,186,479,181,533,187,0,0,0,0,0,0,841,270,382,135,541,187,216,84,0,0,0,0.00,0,0
379,R.Williams,DEF,Liverpool,LIV,4,3.7,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,219937,0,0,-3,3,0,0,2,Rhys,FALSE,,NA,37,219937.jpg,0.0,FALSE,Williams,0.5,FALSE,NA,a,12,14,104331,0,71655,0,0.0,0.0,,241,2020-09-23,2001-02-03,FALSE,p219937,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,526,183,506,181,473,175,529,183,0,0,0,0,0,0,833,262,376,129,537,183,264,99,0,0,0,0.00,0,0
380,Ramsay,DEF,Liverpool,LIV,4,3.7,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,489580,0,0,-3,3,0,0,2,Calvin,FALSE,,NA,37,489580.jpg,0.0,FALSE,Ramsay,0.3,FALSE,NA,a,12,14,41615,0,36522,0,0.0,0.0,,243,2022-06-19,2003-07-31,FALSE,p489580,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,527,184,507,182,475,177,530,184,0,0,0,0,0,0,835,264,377,130,538,184,323,117,0,0,0,0.00,0,0
381,Salah,MID,Liverpool,LIV,4,14,123,7,7,1.0,2.8,2.3,6,2144,TRUE,FALSE,100,100,118748,0,0,-5,5,0,0,3,Mohamed,FALSE,,2026-04-25T22:30:09.424675Z,140,118748.jpg,4.6,FALSE,Salah,15.2,FALSE,NA,a,12,14,1789545,0,6177531,0,0.2,8.8,Mohamed Salah,63,2017-07-01,1992-06-15,FALSE,p118748,7,35,0,0,0,1,0,0,11,392,524.8,740.7,805.0,207.1,11,81,17,109,23,8.23,5.44,13.67,30.94,2,,4,,1,,,,124,39,21,20,16,8,21,16,0.35,0,0.23,0.58,1.3,1.47,2,1,166,76,28,13,22,7,0.97,0.29,4.58,8.23,0.35,2
382,Wirtz,MID,Liverpool,LIV,4,8.3,125,5,4,3.3,1.2,0.7,1,2374,TRUE,FALSE,100,100,494595,0,0,-2,2,0,3,3,Florian,FALSE,,2026-05-14T13:30:10.754598Z,83,494595.jpg,3.8,FALSE,Wirtz,8.5,FALSE,NA,a,12,14,2369824,0,5034345,0,0.1,15.1,,80,2025-06-20,2003-05-03,FALSE,p494595,10,32,0,0,0,1,0,0,17,521,526.4,908.2,665.0,210.0,26,116,34,176,27,6.83,5.14,11.96,33.99,4,,5,,NA,,,,121,38,10,10,28,13,17,12,0.26,0,0.19,0.45,1.29,1.21,13,8,325,145,86,42,51,19,1.02,0.38,6.67,6.83,0.26,2
383,Luis Diaz,MID,Liverpool,LIV,4,8,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,244731,0,0,0,0,0,0,3,Luis,FALSE,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,244731.jpg,0.0,FALSE,Díaz Marulanda,0.0,FALSE,NA,u,12,14,0,0,7389,0,0.0,0.0,,48,2022-01-30,1997-01-13,FALSE,p244731,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,840,378,840,378,840,378,840,378,0,0,0,0,0,0,16,11,837,377,840,378,613,233,0,0,0,0.00,0,0
384,Gakpo,MID,Liverpool,LIV,4,7.3,131,7,5,3.5,2.5,2.0,2,2736,TRUE,FALSE,100,100,243298,0,0,-2,2,0,1,3,Cody,FALSE,,2025-12-09T02:00:07.849895Z,73,243298.jpg,3.6,FALSE,Gakpo,5.6,FALSE,NA,a,12,14,3563681,0,3938706,0,0.3,17.9,,152,2023-01-01,1999-05-07,FALSE,p243298,10,39,0,0,0,3,0,0,5,449,540.4,714.7,831.0,208.4,37,87,28,152,32,8.35,4.67,13.02,34.94,3,,NA,,3,,,,109,32,25,24,10,5,19,14,0.27,0,0.15,0.42,1.15,1.28,27,16,188,90,108,49,70,25,1.05,0.33,5,8.35,0.27,2
385,Chiesa,MID,Liverpool,LIV,4,6.3,37,2,1,1.3,1.2,0.7,0,317,TRUE,FALSE,100,100,223541,0,0,-2,2,0,0,3,Federico,FALSE,,2026-03-24T10:30:10.649645Z,63,223541.jpg,1.4,FALSE,Chiesa,0.3,FALSE,NA,a,12,14,57386,0,70435,0,0.1,5.9,,106,2024-08-29,1997-10-25,FALSE,p223541,0,9,0,0,0,3,0,0,0,135,122.0,47.5,182.0,34.9,13,9,8,30,1,1.45,0.61,2.06,6.50,NA,,NA,,NA,,,,373,167,373,192,208,109,352,169,0.41,0,0.17,0.58,1.85,2.56,67,44,322,143,439,192,343,118,0.28,0,8.52,1.45,0.41,2
386,Mac Allister,MID,Liverpool,LIV,4,6.1,108,2,5,5.5,2.5,2.0,1,2654,TRUE,FALSE,100,100,243016,0,0,-4,4,0,2,3,Alexis,FALSE,,2025-08-28T17:30:07.822110Z,61,243016.jpg,2.9,FALSE,Mac Allister,1.8,FALSE,NA,a,12,14,392604,0,427095,0,0.3,17.7,,10,2023-06-14,1998-12-24,FALSE,p243016,7,41,0,0,0,7,0,0,9,490,475.4,562.2,365.0,139.9,64,112,53,229,31,3.89,1.69,5.58,36.97,NA,,NA,,4,,,,143,51,45,39,86,51,70,44,0.13,0,0.06,0.19,1.25,1.39,82,53,185,88,213,83,147,47,1.05,0.24,7.77,3.89,0.13,2
387,Szoboszlai,MID,Liverpool,LIV,4,7.1,160,6,7,6.7,4.8,4.3,2,3232,TRUE,FALSE,100,100,424876,0,0,6,-6,0,4,3,Dominik,FALSE,,2026-02-08T22:00:09.299317Z,71,424876.jpg,4.4,FALSE,Szoboszlai,15.1,FALSE,NA,a,12,14,3723042,0,2174292,0,0.6,22.5,,98,2023-07-02,2000-10-25,FALSE,p424876,9,52,0,0,1,8,1,0,21,780,867.8,1324.6,417.0,260.9,96,186,56,338,36,4.76,6.83,11.59,45.63,1,,2,,2,,,,20,6,2,2,71,41,4,3,0.13,0,0.19,0.32,1.27,1.45,35,20,59,24,39,17,24,8,1,0.25,9.41,4.76,0.13,2
388,C.Jones,MID,Liverpool,LIV,4,5.4,81,1,3,3.5,5.2,4.7,10,1923,TRUE,FALSE,100,100,206915,0,0,-1,1,0,1,3,Curtis,FALSE,,2026-04-12T02:30:09.264075Z,54,206915.jpg,2.4,FALSE,Jones,0.1,FALSE,NA,a,12,14,31960,0,36907,0,0.9,15.0,,241,2018-04-06,2001-01-30,FALSE,p206915,3,37,0,0,0,2,0,0,6,447,407.4,412.1,227.0,104.6,53,144,40,237,18,2.21,2.77,4.98,31.44,NA,,NA,,NA,,,,178,68,84,60,159,88,137,74,0.1,0,0.13,0.23,1.47,1.73,160,98,49,15,299,125,458,157,0.84,0.14,11.09,2.21,0.1,2
390,Gravenberch,MID,Liverpool,LIV,4,5.4,144,5,5,4.3,5.2,4.7,2,2991,TRUE,FALSE,100,100,441266,0,0,-1,1,0,3,3,Ryan,FALSE,,2025-10-20T00:30:09.747338Z,54,441266.jpg,4.0,FALSE,Gravenberch,3.7,FALSE,NA,a,12,14,2106193,0,1769549,0,0.9,26.7,,152,2023-09-01,2002-05-16,FALSE,p441266,9,42,0,0,0,5,0,0,17,671,687.0,497.2,220.0,140.1,112,127,59,298,34,1.89,2.26,4.15,38.41,NA,,NA,,NA,,,,55,14,58,49,166,91,68,43,0.06,0,0.07,0.13,1.16,1.26,166,102,50,16,61,28,96,32,1.02,0.27,8.97,1.89,0.06,2
392,Endo,MID,Liverpool,LIV,4,4.9,12,0,1,0.2,0.2,0.0,0,170,TRUE,FALSE,50,50,158983,0,0,-1,1,0,0,3,Endo,FALSE,Foot injury - 50% chance of playing,2026-02-12T13:30:08.951599Z,49,158983.jpg,1.5,FALSE,Wataru,0.1,FALSE,NA,d,12,14,7428,0,15517,0,0.0,2.4,,108,2023-08-18,1993-02-09,FALSE,p158983,1,5,0,0,0,1,0,0,0,49,56.0,18.1,6.0,8.0,13,3,7,23,1,0.04,0.05,0.09,4.11,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/injury-news-updates-alisson-mamardashvili-gomez-and-endo?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,428,183,418,205,441,213,447,201,0.02,0,0.03,0.05,2.18,2.65,289,179,727,301,424,183,519,189,0.53,0.53,12.18,0.04,0.02,2
393,Bajcetic,MID,Liverpool,LIV,4,4.2,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,535928,0,0,-3,3,0,0,3,Stefan,FALSE,Hamstring injury - Unknown return date,2025-09-12T10:00:06.938334Z,42,535928.jpg,0.0,FALSE,Bajčetić Maquieira,0.2,FALSE,NA,i,12,14,43880,0,23591,0,0.0,0.0,,200,2022-07-11,2004-10-22,FALSE,p535928,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,653,240,647,244,623,232,656,242,0,0,0,0,0,0,654,378,536,173,663,249,371,127,0,0,0,0.00,0,0
394,McConnell,MID,Liverpool,LIV,4,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,491501,0,0,-1,1,0,0,3,James,FALSE,has joined Ajax on loan for the rest of the season.,2025-09-22T21:23:24.738341Z,44,491501.jpg,0.0,FALSE,McConnell,0.0,FALSE,NA,u,12,14,1737,0,4136,0,0.0,0.0,,241,2023-07-18,2004-09-13,FALSE,p491501,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,681,258,677,261,656,252,683,260,0,0,0,0,0,0,557,334,587,200,689,265,691,277,0,0,0,0.00,0,0
395,Morton,MID,Liverpool,LIV,4,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,440148,0,0,0,0,0,0,3,Tyler,FALSE,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,45,440148.jpg,0.0,FALSE,Morton,0.0,FALSE,NA,u,12,14,0,0,362,0,0.0,0.0,,241,2021-07-22,2002-10-31,FALSE,p440148,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,709,275,705,277,688,271,711,277,0,0,0,0,0,0,434,257,623,221,715,280,817,361,0,0,0,0.00,0,0
396,Nyoni,MID,Liverpool,LIV,4,4.3,6,0,0,0.5,0.8,0.3,1,21,TRUE,FALSE,NA,NA,591386,0,0,-2,2,0,0,3,Trey,FALSE,,NA,43,591386.jpg,1.0,FALSE,Nyoni,0.3,FALSE,NA,a,12,14,99712,0,87668,0,0.1,1.4,,241,2023-11-11,2007-06-30,FALSE,p591386,0,1,0,0,0,0,0,0,0,11,4.2,13.4,4.0,2.1,0,4,1,5,0,0.37,0.02,0.39,0.85,NA,,NA,,NA,,,,496,223,428,210,445,216,488,219,1.59,0,0.09,1.68,3.64,4.29,622,369,339,149,481,210,328,111,0,0,21.43,0.37,1.59,0
397,Darwin,FWD,Liverpool,LIV,4,6.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,447203,0,0,0,0,0,0,4,Darwin,FALSE,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,447203.jpg,0.0,FALSE,Núñez Ribeiro,0.1,FALSE,NA,u,12,14,0,0,15993,0,0.0,0.0,,230,2022-06-14,1999-06-24,FALSE,p447203,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,837,94,837,94,837,94,837,94,0,0,0,0,0,0,52,19,831,91,837,94,560,77,0,0,0,0.00,0,0
398,Danns,FWD,Liverpool,LIV,4,4.3,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,500058,0,0,-2,2,0,0,4,Jayden,FALSE,Hamstring injury - Unknown return date,2025-10-17T01:00:10.583515Z,43,500058.jpg,0.0,FALSE,Danns,0.1,FALSE,NA,i,12,14,9853,0,20477,0,0.0,0.0,,241,2024-02-20,2006-01-16,FALSE,p500058,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/joe-gomez-and-jayden-danns-fitness-update?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,660,68,655,67,633,67,663,69,0,0,0,0,0,0,611,87,557,56,671,70,482,69,0,0,0,0.00,0,0
499,Isak,FWD,Liverpool,LIV,4,10.3,41,3,1,2.0,0.6,0.3,0,694,TRUE,FALSE,100,75,219168,0,0,-2,2,0,0,4,Alexander,FALSE,,2026-05-16T17:00:09.636721Z,103,219168.jpg,2.9,FALSE,Isak,3.8,FALSE,NA,a,12,14,1943087,0,2527246,0,0.0,4.0,,206,2025-09-01,1999-09-21,FALSE,p219168,1,9,0,0,0,0,0,0,4,140,146.4,39.2,191.0,36.9,10,13,7,30,8,2.59,0.08,2.67,8.38,NA,,NA,,NA,,,,350,36,385,50,195,43,345,45,0.34,0,0.01,0.35,1.09,1.17,4,2,374,49,215,23,95,17,1.04,0.13,3.89,2.59,0.34,2
661,Ekitike,FWD,Liverpool,LIV,4,9,125,11,4,0.0,0.0,0.0,0,1797,TRUE,FALSE,0,0,510663,0,0,5,-5,0,4,4,Hugo,FALSE,Achilles injury - Expected back 01 Jul,2026-04-15T00:30:07.637512Z,90,510663.jpg,4.5,FALSE,Ekitiké,15.7,FALSE,NA,i,12,14,9187479,0,9633120,0,0.0,13.9,,73,2025-07-23,2002-06-20,FALSE,p510663,7,25,0,0,0,0,0,0,22,433,525.8,307.2,739.0,156.2,32,42,11,85,21,10.10,2.45,12.55,26.11,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/hugo-ekitike-injury-update-1?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,123,12,141,12,23,13,53,10,0.51,0,0.12,0.63,1.31,1.25,8,4,839,95,33,6,21,6,1.05,0.35,4.26,10.10,0.51,2
686,Ngumoha,MID,Liverpool,LIV,4,4.3,43,2,1,2.7,3.8,3.3,2,547,TRUE,FALSE,NA,NA,611922,0,0,-2,2,0,0,3,Rio,FALSE,,NA,43,611922.jpg,2.3,FALSE,Ngumoha,1.4,FALSE,NA,a,12,14,389465,0,234010,0,0.8,10.0,,241,2024-12-17,2008-08-29,FALSE,p611922,2,12,0,0,0,0,0,0,4,188,176.0,222.8,203.0,60.1,7,19,4,30,5,1.34,2.01,3.35,8.92,NA,,NA,,NA,,,,327,145,183,120,182,98,268,133,0.22,0,0.33,0.55,1.47,1.97,627,373,100,46,306,127,167,58,0.82,0.33,4.94,1.34,0.22,2
692,Leoni,DEF,Liverpool,LIV,4,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,647681,0,0,-1,1,0,0,2,Giovanni,FALSE,Knee injury - Expected back 01 Sep,2025-09-24T06:00:06.281394Z,49,647681.jpg,0.0,FALSE,Leoni,0.0,FALSE,NA,i,12,14,2052,0,2636,0,0.0,0.0,,106,2025-08-15,2006-12-21,FALSE,p647681,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,805,266,801,266,798,266,805,266,0,0,0,0,0,0,342,56,755,260,805,266,725,251,0,0,0,0.00,0,0
746,Morrison,MID,Liverpool,LIV,4,4.5,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,596042,0,0,0,0,0,0,3,Kieran,FALSE,,NA,45,596042.jpg,0.0,FALSE,Morrison,0.0,FALSE,NA,a,12,14,1220,0,1010,0,0.0,0.0,,242,2025-01-29,2006-11-09,FALSE,p596042,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,760,320,753,319,740,316,760,320,0,0,0,0,0,0,497,307,678,268,761,321,745,314,0,0,0,0.00,0,0
760,Lucky,DEF,Liverpool,LIV,4,4,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,519440,0,0,0,0,0,0,2,Wellity,FALSE,,NA,40,519440.jpg,0.0,FALSE,Lucky,0.0,FALSE,NA,a,12,14,1450,0,1285,0,0.0,0.0,,200,2025-08-01,2006-01-12,FALSE,p519440,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,617,229,609,228,578,224,620,229,0,0,0,0,0,0,725,187,490,190,627,228,678,239,0,0,0,0.00,0,0
830,Wright,FWD,Liverpool,LIV,4,4.5,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,677945,0,0,0,0,0,0,4,Will,FALSE,,NA,45,677945.jpg,0.0,FALSE,Wright,0.0,FALSE,NA,a,12,14,604,0,179,0,0.0,0.0,,241,2025-08-04,2008-01-01,FALSE,p677945,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,780,86,773,85,761,85,780,86,0,0,0,0,0,0,524,76,701,74,780,86,773,93,0,0,0,0.00,0,0
832,Ndiaye,DEF,Liverpool,LIV,4,4,0,0,0,0.5,0.5,0.0,0,0,TRUE,FALSE,NA,NA,718875,0,0,0,0,0,0,2,Talla,FALSE,,NA,40,718875.jpg,0.0,FALSE,Ndiaye,0.0,FALSE,NA,a,12,14,273,0,57,0,0.0,0.0,Talla Ndiaye,189,2026-04-02,2008-01-06,FALSE,p718875,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,645,253,637,252,608,250,648,253,0,0,0,0,0,0,758,216,522,218,655,252,807,267,0,0,0,0.00,0,0
